file_name,comment_text,stance_label
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The 12 teachers met during the course of the study were asked about the regularity of students in classes.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"dollars (USD) on January 1, 2021 was 73.12 INR per USD, or 0.014 USD per INR.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Using Voice Recorder, having boundaries Providing Training of self-defense for girls, Providing guard for 24 hour at gate Steps taken for the safety and security of the girls as ascertained from the school in charges.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It has to be ensured that each school has separate teacher for each subject so the subjects can be taught effectively and the girls will get the proper benefit.,Support
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Guardians being allowed to meet only after valid authentication, warden keeping an eye on each girl, providing guards, not allowing anyone except KGBV Staff, Photo Matching.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Average amount per child reimbursed to school in Karnataka was found to be Rs.16000 per annum in rural as well as in urban area.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The number and percentage of teaches who have discussed various other issues are indicated for each of the issues discussed in the table below.,Oppose
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Field planning and activities Field work was carried out by experienced investigators in our panel from the local areas of the concerned states.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"She has taught her mother Momina, who is illiterate, to write her name.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It has also been seen that all the 12 teachers interviewed were satisfied about the student teacher ratio.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It has already been indicated that the KGBV should have separate teachers for each subject especially science and Mathematics.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf"," About 75%, 89% and 20%schools in Delhi, MP and Karnataka did not have separate bank account for reimbursements.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, Public-private partnership based on Rajasthan model can be replicated.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,All of them are established and functioning.,Neutral
SSG-2022-report.pdf,vi. Added the ‘Sampling Interval’ to the cumulative population of the selected village to generate the next number.,Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,The maximum number of responses collected from the male agrees that it is difficult to bring out many practical implications and challenges in the implementation of the NEP.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,This may help to strengthen the scheme by adopting policy of convergence with other schemes in operation and also evolve suitable strategies for mobilizing funds for sustenance of the scheme.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",33 and provide them an opportunity to avail best school level education.,Neutral
SSG-2022-report.pdf,z z Direct Observation Tools - This questionnaire included a checklist of items that the investigator had to observe and report.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",% wrt Col (4) (1) (2) (3) (4) (5) (6) (7) (8) 2015 113 101 214(100%) 1 1 2 0.93 2016 111 98 209(100%) 3 2 5 2.39 2017 127 111 238(100%) 0 0 0 0.00 2018 137 104 241(100%) 2 3 5 2.07 Development and Research Services Pvt.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf"," Print media, advertisement and posters should be extensively used, particularly in rural area, to make announcements about the admission of children under Section 12(1) (C) of RTE Act 2009.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","% Yes 7 70 7 70 14 70 No 3 30 3 30 6 30 Total 10 100.0 10 100.0 20 100.0 2.3 Enrolment in schools As per RTE Act, the Government must ensure compulsory admission, attendance and completion of elementary education by every child.",Neutral
SSG-2022-report.pdf,Live data from the field was uploaded on the server.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Selection of states comprised the first stage of sampling process.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,All the teaching posts are to be filled up and no post is to be kept vacant at any point of time.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It has been seen that in 80% of the schools a doctor is attached to the KGBV.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Facilities other than the food for the students The school in charges were asked about the facilities other than the food being offered to the students in KGBVs.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Cleaning of toilets by sweepers done twice a Day.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, CSWN in about 35% of the selected KGBVs receive any type of incentive and hardly any cash incentive is granted to them.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Total enrolment made every year in urban area varied from lowest of 327 in 2016 to highest of 427 in 2018 registering an appreciable increase of about 31%.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,But about 12 percent of the current students have said so.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",The entire process of application takes place again until the vacant seats are filled.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, Life skills need greater clarification.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"(ii) At the state level there is one post each of Mission Director, Additional Mission Director, Additional Director, Controller of Finance and State Gender Coordinator and all the posts are filled up and no post is vacant.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",14 excluding minority institutions are reserved for EWS/DG categories.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",% wrt Col (4) (1) (2) (3) (4) (5) (6) (7) (8) 2015 747(53.8%) 642(43.2%) 1389(100%) 1 1 2 0.14 2016 715(54.0%) 608(46.0%) 1323(100%) 7 4 11 0.83 2017 815(57.0%) 616(43.0%) 1431(100%) 2 3 5 0.35 2018 882(56.2%) 687(43.8%) 1569(100%) 5 7 12 0.76 B.,Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,Analysis of NAAC Accreditation System using ABCD framework.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","DDE's shall necessarily pass speaking orders, in case of any doubt, but not later than 31 March of the academic year.",Neutral
SSG-2022-report.pdf,Direct Observation (300 Marks) 263.98 Direct Observation of Households (150 Marks) 148.50 Direct Observation of Public Places (60 Marks) 58.06 Direct Observation of Village Level Waste Management Assets and IEC Displays (90 Marks) 57.42 2.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf"," However, it must be got processed and submitted at the time of final admission to the school.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Table 7.16 Details of Manpower in the selected KGBVs as on the date of survey It is seen that 30 percent of the teacher’s posts are vacant.,Neutral
SSG-2022-report.pdf,"In Andaman and Nicobar Island 100% households have reported regular use of toilets and Jharkhand has the lowest number of households that have reported regular use of toilet i.e., 82.7%.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The schools must be compelled to follow the norms.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf"," Often, the number of students in the final admissions is significantly smaller than those participating in the draw by lottery due to delay in the admission process.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Table 6.76 Distribution of girls as per their level of knowledge of computer usage.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,Kerala and Tamil Nadu seem to allocate a similar amount for primary and upper primary school students.,Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,HE framework will change itself as understudy driven with the opportunity to pick center and unified subjects inside an order and across disciplines.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,All the other selected schools were having 5 or less number of class rooms each.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"For example, Haryana has had teachers distribute dry foods and sanitation items to children at their homes, including out-of-school children.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf"," Multiple/Duplicate entries, if found at any stage, shall liable to cancellation of the candidature/admission of the candidate.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",% wrt Col (4) (1) (2) (3) (4) (5) (6) (7) (8) 2015 68 114 182(100%) 3 7 10 5.49 2016 48 82 130(100%) 1 3 4 3.08 2017 68 88 156(100%) 2 2 4 2.56 2018 53 65 118(100%) 0 1 1 0.85 Development and Research Services Pvt.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","The role of the teacher, too, is critical, as drop-outs often speak of teachers beating them, and complain that teachers generally waste class time rather than attending to their needs in imparting quality education.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Table 2.10: Current class-wise enrolment in sample schools in Rural Delhi Class Total No.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It is seen that there had been considerable amount of involvement of higher authorities.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Supply of Books to Girls Under the scheme every student is supposed to be suppled text books free of cost.,Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,"In the university affiliation system, affiliated institutions do not have any autonomy in teaching-learning and evaluation systems thereby the quality and motivation of both students and faculty members get affected.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",For qualitative inputs state project directors and district education officers were interviewed.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,Designing effective transfers: Lessons from India’s school meal program.,Support
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,Learn more at www.gcnf.org. IPE Global is an international development consulting company based in India that provides expert technical assistance and solutions for equitable development and sustainable growth in developing countries.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,Responses were received from 19 states and UTs (referred to as the “participating states”).,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","2.6 Drop-Outs As per interaction with concerned government authorities, the drop-out rates in schools is very low.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","The website gives necessary information about the number of seats available, application form, dates for submission of application form, eligibility criteria for admission and supporting documents needed etc.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It was ascertained from each of the selected school as to how many teachers are there possessing each of these qualification as the maximum qualification.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,However there had been training of staff in Assam touching the subjects such as.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Some details about the admission are given below.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It has been probed to see how far the states follow the norms given by the centre in filling up the posts.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Girija kumawat Principal, KGBV- Nahargarh, Chittorgarh 8112285671 Uttar Pradesh Mr.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf", School should have right to disqualify any student with a valid reason.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It has to be ensured that the schools are to be provided with subject wise teachers.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",2.10 Financial Implications Section 12 of the Act provides that an unaided school shall admit children belonging to WSDG in the neighborhood in class I to the extent of at least 25 per cent of the strength of that class.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In 50% of the schools there are separate teachers for each of the subjects.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Though it should be done in each and every KGBVs.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,(29) Locates distribution of important minerals e.g.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Children studying in state board schools are provided free text books by the government.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",The learners had an opportunity for equanimity in education.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Whether in the KGBVs the girls are engaged in the cleaning activities is probed by asking the girls whether they do various cleaning activities such as cleaning kitchen, cleaning bath rooms, cleaning toilets and cleaning living room.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",2 impact on stakeholders using the identified parameters / indicators.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Posters, bills, brochures and information booklets are printed and supplied to for distribution through field level functionaries.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Rural area Enrolment under section 12(1) (C) of RTE Act 2009 at the entry class in sample schools in rural Delhi was dominated by boys over girls by 13-20 percentage points every year from 2015-2018.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Learning is through pictorial card-supported activity.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, There is no uniform policy followed for the appointment of teachers across the states.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,4.16 Impact of Food on the Girls The KGBV girls are supposed to get the nutritious food in the hostels where they stay.,Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,"The International Journal of Learning, 17(2), 207-218.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Maximum SC students (37) were admitted 2018; STs (13) in 2017 and 2018; OBCs (191) in 2018.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,o Status of drop outs and retention of girls enrolled on the KGBV and reasons for dropping out o Transition rates of girls from KGBVs to secondary schools.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Fifty percent of the students were not satisfied with sports facilities.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"The dry rations packets include rice, oil, 57 soybeans, lentils, salt, and pickles (Chhattisgarh News, 2020), and the door-to-door distribution of dry rations was done through the Department of School Education.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The result in this regard can be seen in the table below.,Neutral
SSG-2022-report.pdf,6. Required number of households in each segment were selected and surveyed by the assessor by starting with the first sample from the Northeast Corner of each segment (caste category).,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,This is followed by Chhattisgarh (62%) and Jharkhand (54%).,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,(viii) They have supplied the text books to all the students.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It is only in one case the check-up is being done every month.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Tanuja Tech .Expert Rajya Shiksha Kendra, Bhopal 0755- 277 2553097 Dr.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Supply of adequate uniforms to all the girls at the earliest after they join the KGBV has to be ensured in all cases.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Only 37 percent were satisfied with availability of audio visual aids and only 30 percent were satisfied with vocational training.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,They are ready to provide clarification or to work closely with respondents for as long as the survey process takes.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Table 2.14: Admissions in entry class in sample schools by gender under section 12(1) (c) of RTE Act 2009 (EWS/DG) from 2015 to 2018 in Rural Delhi Year Admission taken Left Out (Without TC) Boys Girls TOTAL Boys Girls TOTAL No.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Rather, they should be taking a decision based on genuineness/merit of the specific cases and must not deny admission on unjustified frivolous grounds.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The distributions of the staff as per their satisfaction regarding infrastructures are indicated in the table below.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"While 78% of all Indian schools are run or aided by the government, these cater to only 56% of all the students enrolled in Indian schools (MHRD 2018).",Neutral
SSG-2022-report.pdf,A detailed Implementation Plan was prepared considering the scale of the SSG 2022 survey.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,More than three fourth of the current students in Uttar Pradesh have told that TLM are used in their class rooms for teaching.,Neutral
SSG-2022-report.pdf,"SSG-18 as well as SSG-19, fostered a spirit of healthy competition among Districts to improve the service delivery to citizens towards creating cleaner villages.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Now, she is studying at Bhattadev Academy (Pathsala).",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Community meetings should be organised to disseminate information about how to submit application, how to track it, and seek redressal of grievances, if needed.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,They may be made permanent It may be ensured that no class has more than 40 students Sufficient class rooms are to be provided Parent teachers association needs to be strengthened Half of the teachers are engaged in cooking in the hostels.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",The SSA Framework of Implementation and Norms for Intervention was revised to correspond to the provisions of the RTE Act and SSA became the main vehicle for implementing the provisions of the RTE Act.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf"," The residential address of EWS/DG students, in particular those who lived in rented accommodation, should be periodically checked for any change, as they may change their address during the course of time.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,None of the 30 KGBVs selected has any transport facility for their use.,Neutral
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,DOI : http://doi.org/10.5281/zenodo.1257729.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Professional (KGBV& Girls Education),Lucknow 8765959761 Mr.Ambrish Kumar District Basic Education Officer, Bulandshahr 9453004073 Mr.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In almost all the KGBVs the parents are allowed to visit the KGBVs and see the girls.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,About 59 percent of the teachers are staying at the same station for more than 5 years.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,She also passed ‘Chief Minister Scholarship Exam’ in 2013-14.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"I did not let my courage go down and started living in “Chhatrawas Churawali,” with the help of teacher I got my confidence grow more.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"1.2.3 Building Awareness of Health, Nutrition and Hygiene (i) Short Term  Provision for budgeted ‘Group Health Insurance’ for all girls.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf," Funds need to be provided for building a boundary wall and also ensure proper supply of water, adequate sanitation and levelling of the playground to create a better environment for the students.",Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"Maharashtra also uses off-site cooking in centralized (not private) kitchens, while Goa and Haryana rely on off-site kitchens in private facilities (caterers).",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, Compare KGBV norms of the GoI scheme against state guidelines.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Howler it seems to have improved over time.,Support
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,About three fourth of the girls are cleaning toilets.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,One-third of the states use nutritional requirements for food baskets and health education to mitigate the prevalence of undernutrition among children.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Some of them had to pay for books and school dress.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,(ii) KGBVs may invariably keep contact with all the pass outs.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"Accessed at: http://164.100.24.220/loksabhaquestions/ annex/175/AU1093.pdf. Ministry of Health and Family Welfare (MoHFW), Government of India, UNICEF and Population Council.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The marks of both Girls and Boys in Social Science were equal.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,The Right of Children to Free and Compulsory Education Act 2009 makes the education of children between the ages of 6 and 14 years a fundamental right in India.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"Grains and cereals are made available to each state through the FCI, while vegetables, pulses, and condiments are added to the local menus by state governments.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Children of KGBV, Golakganj under Dhubri district started practicing Handball after the initiative by the Asstt.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,I teach her something every time I go back.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Printouts of the online report duly signed by HOS are then submitted to the DDE (Zone) concerned.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf"," However, many high budget schools are implementing RTE Act reluctantly and trying to get status of linguistic minority.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It is seen that 37 % of the students in Uttar Pradesh are cleaning the kitchen.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Awareness Generation  IEC activities to generate awareness among the target groups about the provisions of the Act and knowledge about the eligibility criteria, admission process of EWS / DG category of students should be strengthened.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The results of this investigation are indicated in the table below.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf, Private partnerships with business houses and foundation which are genuinely interested in enhancing quality of education of KGBVs can be sought.,Neutral
SSG-2022-report.pdf,2. A sketch of the village based on different type of habitation (tolas/hamlets) based on caste groups was developed.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"The survey team then reached out to focal persons12 engaged in MDM scheme implementation at state offices, beginning with an email that highlighted the study’s importance and following up with phone calls to schedule meetings with the focal persons.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It is found that none of the six KGBVs selected the bridge courses are conducted in Rajasthan.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Among the rest in half of the case state norms are followed.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Then, from this list, 2 districts with highest enrolment, 2 with moderate enrolment and 1 having the lowest enrolment was selected.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","However, in Karnataka majority of schools did not follow this practice.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"Now, I have started teaching my sister-in-law Noor Jahan who has never been to school.” says Shabnam, who wants to become a teacher when she grows up.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"In Class 8, on an average, the correct responses to the subjects were a 53%, 42%, 40% and 42% in Language, Science, Mathematics and Social Science respectively.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Rural area Enrolment at entry class in sample schools in rural Karnataka was dominated by boys by 8-14 percentage points every year from 2015-2018.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,The teachers contacted were enquired about the same and their replies have been consolidated and presented in the table below.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In the remaining four the maintenance was just good.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"She also works with her community to ensure women are treated equally, and everyone has access to proper sanitation.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,All the schools in Chhattisgarh have reported good impact of the other facilities provided to the girls on the general upkeep of the girls.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","Year-wise, not much variation is seen in total enrolment as it ranged from the lowest of 209 in 2016 to highest of 241 in 2018 registering an increase of about 12%.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Their responses have been consolidated and presented below.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","41 schools, advertisement on all leading newspapers, Radio, TV, Government Letters and Help line Number etc.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,It is only 4 out of 21 teachers who are not having B.Ed qualification.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In Rajasthan drop outs and girls with no formal education are admitted to the extent near about one fourth of the strength.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",of Schools received funds 10 5 0 Amount of funds applied for reimbursement (Rs.) 4164810 7540725 5513380 Funds received (Rs.) 2979567 1025422 0 % Funds received 72 14 0 Urban No.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","In Delhi Municipal Corporations, the Act is implemented by the Commissioners assisted by Additional Commissioners and Additional/ Deputy/Assistant Directors.",Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf","charged by some schools, their students dropped out after admission.",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,Generator is required Sonitpur: In front of KGBV there is a Dhaba where people are drinking wine.,Neutral
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,"For example, a program may be in the process of being centralized (if it had been managed exclusively at the regional or local level) or decentralized (if program management had been exclusively at the national level).",Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,In most of the schools a doctor is attached to the KGBV.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,How far this is being implemented has been seen by investigating whether a doctor is attached to the KGBV or not and it is found that in all the six schools visited a doctor is attached to the school.,Neutral
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",Most of the students attended the classes in schools regularly.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,45 Table 4.64 Distribution of teachers as per regularity of receipt of their salary Whether getting salary regularly State Yes No Total Assam 6 6 12 50.0% 50.0% 100.0% Half of the teachers have said that they receive their salary in time.,Neutral
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,"All the current students have affirmed that the home works 92 are being given regularly, they are being checked regularly, and the notebooks are being checked regularly.",Neutral
