app_name,review,rating
UMANG,ok,5
UMANG,poor,1
UMANG,good,5
UMANG,best,2
UMANG,nice,3
UMANG,nice,1
UMANG,very good 😊 apps,5
UMANG,good,5
UMANG,good,5
UMANG,good,5
UMANG,excellent,5
UMANG,good job,5
UMANG,good,4
UMANG,good,5
UMANG,good 👍,4
UMANG,great service thank you umang,5
UMANG,nice,5
UMANG,good,5
UMANG,good,5
UMANG,omg,5
UMANG,good,5
UMANG,good information,3
UMANG,nice,5
UMANG,Beautiful😍❤,5
UMANG,good experience,3
UMANG,good,4
UMANG,very good,5
UMANG,nice,4
UMANG,good,5
UMANG,good,5
UMANG,good app,5
UMANG,good,5
UMANG,good services,5
UMANG,do can better,3
UMANG,good,1
UMANG,good service,5
UMANG,helpfull,5
UMANG,super,5
UMANG,good,4
UMANG,good,5
UMANG,good,5
UMANG,good,5
UMANG,Good,5
UMANG,good,4
UMANG,super,4
UMANG,very good,5
UMANG,thanks for you,4
UMANG,good,3
UMANG,excellent work,5
UMANG,very good,5
UMANG,good 👍,3
UMANG,ok,2
UMANG,Very helpfull app,5
UMANG,nice,5
UMANG,good,3
