policy_id,policy_title,domain,state,district,source_type,source_name,respondent_type,comment_text,stance_label,sentiment_label
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Tamil Nadu,Chennai,focus_group,FGD with Girls,official,Monitoring should be strengthened at village level.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Tamil Nadu,Coimbatore,survey_report,Survey – School Meals,parent,RTE opened the doors of good private schools for poor children.,Support,Positive
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Rajasthan,Udaipur,citizen_interview,Interview – Student,girl_student,Admission procedures are confusing for new applicants.,Neutral,Neutral
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Chhattisgarh,Raipur,citizen_interview,Interview – Community,official,Awareness is improving but habits change slowly.,Neutral,Neutral
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Karnataka,Bengaluru Urban,key_informant,Interview – NGO Leader,student,The scheme is useful but more awareness camps are required.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Tamil Nadu,Chennai,focus_group,FGD with Mothers,parent,Admission procedures are confusing for new applicants.,Neutral,Neutral
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Rajasthan,Udaipur,focus_group,FGD with Mothers,headmaster,KGBV hostel allows girls from remote villages to continue education.,Support,Positive
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Tamil Nadu,Madurai,survey_report,Swachh Bharat Survey,official,Mid-day meals increased attendance in our school.,Support,Positive
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Delhi,South Delhi,focus_group,FGD with Panchayat,headmaster,Community mobilization meetings changed parents' attitudes.,Support,Positive
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Madhya Pradesh,Indore,citizen_interview,Interview – Teacher,investor,Documentation and bank procedures are too complicated for rural parents.,Oppose,Negative
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Uttar Pradesh,Lucknow,focus_group,FGD with Mothers,headmaster,"Infrastructure is inadequate, especially toilets and bathrooms.",Oppose,Negative
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Delhi,New Delhi,key_informant,Interview – NGO Leader,official,Awareness is still low in many neighbourhoods.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Madhya Pradesh,Bhopal,citizen_interview,Interview – Community,NGO_rep,Private schools resist admitting EWS children and create hidden costs.,Oppose,Negative
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Madhya Pradesh,Bhopal,key_informant,Interview – Education Officer,official,Mid-day meals increased attendance in our school.,Support,Positive
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Assam,Udalguri,survey_report,KGBV Field Evaluation,teacher,Parents feel their daughters are safe and supervised.,Support,Positive
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Uttar Pradesh,Lucknow,focus_group,FGD with SMC,investor,People have accounts but many do not understand the conditions.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Chhattisgarh,Raipur,citizen_interview,Interview – Parent,girl_student,Parents feel proud that their children study in reputed schools.,Support,Positive
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Rajasthan,Udaipur,survey_report,Swachh Bharat Survey,NGO_rep,NPEGEL helped tribal girls attend school more regularly.,Support,Positive
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Delhi,New Delhi,survey_report,Survey – School Meals,citizen,The scheme is useful but more awareness camps are required.,Neutral,Neutral
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Delhi,South Delhi,key_informant,Interview – Education Officer,headmaster,Implementation roadmap is unclear at ground level.,Oppose,Negative
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Chhattisgarh,Raipur,key_informant,Interview – Headmaster,NGO_rep,Results depend on funding and coordination.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Uttar Pradesh,Varanasi,citizen_interview,Interview – Community,headmaster,RTE opened the doors of good private schools for poor children.,Support,Positive
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Madhya Pradesh,Indore,citizen_interview,Interview – Teacher,official,Admission procedures are confusing for new applicants.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Assam,Udalguri,key_informant,Interview – Education Officer,official,Parents feel proud that their children study in reputed schools.,Support,Positive
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Madhya Pradesh,Indore,survey_report,Survey – School Meals,girl_student,NEP 2020 emphasizes critical thinking over rote learning.,Support,Positive
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Madhya Pradesh,Bhopal,key_informant,Interview – NGO Leader,headmaster,Documentation and bank procedures are too complicated for rural parents.,Oppose,Negative
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Tamil Nadu,Madurai,key_informant,Interview – Headmaster,parent,The scheme is useful but more awareness camps are required.,Neutral,Neutral
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Madhya Pradesh,Bhopal,survey_report,Survey Report – RTE,official,The programme is active only on paper in our cluster.,Oppose,Negative
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Uttar Pradesh,Varanasi,citizen_interview,Interview – Community,NGO_rep,Implementation roadmap is unclear at ground level.,Oppose,Negative
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Delhi,New Delhi,focus_group,FGD with Girls,parent,Women report better dignity after toilets were built.,Support,Positive
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Tamil Nadu,Chennai,focus_group,FGD with Mothers,headmaster,Flexible subject choices will help students.,Support,Positive
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Madhya Pradesh,Indore,survey_report,Survey Report – RTE,parent,RTE opened the doors of good private schools for poor children.,Support,Positive
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Assam,Udalguri,focus_group,FGD with SMC,student,Children from poor families depend on the meal for nutrition.,Support,Positive
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Delhi,New Delhi,citizen_interview,Interview – Teacher,headmaster,Children from poor families depend on the meal for nutrition.,Support,Positive
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Rajasthan,Udaipur,focus_group,FGD with Panchayat,investor,Women report better dignity after toilets were built.,Support,Positive
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Haryana,Rohtak,key_informant,Interview – Education Officer,citizen,Teachers attended training but behaviour has changed only slightly.,Neutral,Neutral
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Madhya Pradesh,Indore,citizen_interview,Interview – Teacher,girl_student,Parents feel their daughters are safe and supervised.,Support,Positive
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Haryana,Rohtak,citizen_interview,Interview – Parent,student,Life skills sessions should be more frequent.,Neutral,Neutral
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Uttar Pradesh,Lucknow,key_informant,Interview – Education Officer,official,Awareness is improving but habits change slowly.,Neutral,Neutral
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Assam,Udalguri,survey_report,KGBV Field Evaluation,student,Community mobilization meetings changed parents' attitudes.,Support,Positive
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Uttar Pradesh,Lucknow,citizen_interview,Interview – Community,investor,Quality of food is inconsistent and sometimes poor.,Oppose,Negative
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Chhattisgarh,Raipur,key_informant,Interview – NGO Leader,student,"Infrastructure is inadequate, especially toilets and bathrooms.",Oppose,Negative
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Karnataka,Mysuru,citizen_interview,Interview – Teacher,NGO_rep,People have heard about NEP but details are unclear.,Neutral,Neutral
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Chhattisgarh,Raipur,key_informant,Interview – Headmaster,student,The programme is active only on paper in our cluster.,Oppose,Negative
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Uttar Pradesh,Lucknow,focus_group,FGD with Mothers,teacher,Waste disposal systems exist but are poorly maintained.,Oppose,Negative
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Tamil Nadu,Coimbatore,key_informant,Interview – Headmaster,student,Teachers attended training but behaviour has changed only slightly.,Neutral,Neutral
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Karnataka,Mysuru,citizen_interview,Interview – Parent,student,Survey scores do not fully reflect ground issues.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Chhattisgarh,Raipur,citizen_interview,Interview – Community,investor,Awareness is still low in many neighbourhoods.,Neutral,Neutral
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Delhi,South Delhi,survey_report,Survey Report – RTE,citizen,Quality of food is inconsistent and sometimes poor.,Oppose,Negative
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Tamil Nadu,Coimbatore,survey_report,Survey – School Meals,investor,Parents feel proud that their children study in reputed schools.,Support,Positive
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Haryana,Rohtak,key_informant,Interview – NGO Leader,NGO_rep,Teachers attended training but behaviour has changed only slightly.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Uttar Pradesh,Varanasi,focus_group,FGD with Mothers,NGO_rep,Awareness is still low in many neighbourhoods.,Neutral,Neutral
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Assam,Udalguri,survey_report,NPEGEL Impact Study,girl_student,The programme is active only on paper in our cluster.,Oppose,Negative
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Karnataka,Mysuru,survey_report,NPEGEL Impact Study,citizen,Results depend on funding and coordination.,Neutral,Neutral
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Rajasthan,Udaipur,survey_report,KGBV Field Evaluation,student,Cleanliness drive reduced open defecation in our village.,Support,Positive
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Tamil Nadu,Madurai,citizen_interview,Interview – Student,NGO_rep,Rural schools lack infrastructure for the new curriculum.,Oppose,Negative
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Haryana,Rohtak,focus_group,FGD with Mothers,headmaster,The programme has potential if monitoring improves.,Neutral,Neutral
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Assam,Udalguri,survey_report,KGBV Field Evaluation,teacher,Mid-day meals increased attendance in our school.,Support,Positive
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Tamil Nadu,Coimbatore,key_informant,Interview – Education Officer,teacher,Documentation and bank procedures are too complicated for rural parents.,Oppose,Negative
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Rajasthan,Udaipur,focus_group,FGD with SMC,headmaster,High interest rate makes this a good option for securing my girl's future.,Support,Positive
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Karnataka,Bengaluru Urban,citizen_interview,Interview – Community,student,Awareness is still low in many neighbourhoods.,Neutral,Neutral
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Karnataka,Bengaluru Urban,survey_report,Swachh Bharat Survey,girl_student,Flexible subject choices will help students.,Support,Positive
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Delhi,South Delhi,citizen_interview,Interview – Teacher,investor,Children from poor families depend on the meal for nutrition.,Support,Positive
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Uttar Pradesh,Lucknow,survey_report,Survey – School Meals,headmaster,Implementation roadmap is unclear at ground level.,Oppose,Negative
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Tamil Nadu,Madurai,citizen_interview,Interview – Teacher,NGO_rep,Implementation roadmap is unclear at ground level.,Oppose,Negative
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Assam,Udalguri,citizen_interview,Interview – Student,citizen,The scheme gives us a safe way to save for our daughters' education.,Support,Positive
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Rajasthan,Jaipur,survey_report,NPEGEL Impact Study,headmaster,Private schools resist admitting EWS children and create hidden costs.,Oppose,Negative
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Uttar Pradesh,Varanasi,key_informant,Interview – NGO Leader,headmaster,Teachers attended training but behaviour has changed only slightly.,Neutral,Neutral
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Uttar Pradesh,Lucknow,citizen_interview,Interview – Parent,investor,People have heard about NEP but details are unclear.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Haryana,Rohtak,key_informant,Interview – Education Officer,girl_student,Parents feel proud that their children study in reputed schools.,Support,Positive
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Chhattisgarh,Raipur,focus_group,FGD with SMC,investor,The scheme gives us a safe way to save for our daughters' education.,Support,Positive
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Rajasthan,Jaipur,key_informant,Interview – District Coordinator,NGO_rep,RTE opened the doors of good private schools for poor children.,Support,Positive
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Delhi,New Delhi,citizen_interview,Interview – Student,student,"Infrastructure is inadequate, especially toilets and bathrooms.",Oppose,Negative
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Uttar Pradesh,Varanasi,survey_report,KGBV Field Evaluation,official,Staff vacancies create pressure on existing wardens.,Oppose,Negative
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Tamil Nadu,Chennai,citizen_interview,Interview – Teacher,investor,Parents feel their daughters are safe and supervised.,Support,Positive
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Karnataka,Bengaluru Urban,survey_report,Survey Report – RTE,official,Cleanliness drive reduced open defecation in our village.,Support,Positive
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Karnataka,Bengaluru Urban,focus_group,FGD with Mothers,teacher,Rural schools lack infrastructure for the new curriculum.,Oppose,Negative
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Delhi,South Delhi,focus_group,FGD with Panchayat,headmaster,The scheme gives us a safe way to save for our daughters' education.,Support,Positive
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Tamil Nadu,Coimbatore,focus_group,FGD with SMC,investor,Rural schools lack infrastructure for the new curriculum.,Oppose,Negative
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Uttar Pradesh,Varanasi,citizen_interview,Interview – Community,student,NPEGEL helped tribal girls attend school more regularly.,Support,Positive
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Uttar Pradesh,Lucknow,survey_report,Survey – School Meals,investor,RTE opened the doors of good private schools for poor children.,Support,Positive
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Rajasthan,Udaipur,citizen_interview,Interview – Community,official,Monitoring should be strengthened at village level.,Neutral,Neutral
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Tamil Nadu,Madurai,focus_group,FGD with Panchayat,parent,Waste disposal systems exist but are poorly maintained.,Oppose,Negative
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Uttar Pradesh,Varanasi,focus_group,FGD with Panchayat,investor,Results depend on funding and coordination.,Neutral,Neutral
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Delhi,South Delhi,focus_group,FGD with Mothers,teacher,Staff vacancies create pressure on existing wardens.,Oppose,Negative
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Madhya Pradesh,Indore,citizen_interview,Interview – Teacher,student,Many toilets are unused due to water shortage.,Oppose,Negative
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Tamil Nadu,Chennai,key_informant,Interview – Education Officer,official,Waste disposal systems exist but are poorly maintained.,Oppose,Negative
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Rajasthan,Jaipur,focus_group,FGD with Panchayat,official,Menu is simple; children want more variety.,Neutral,Neutral
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Madhya Pradesh,Bhopal,citizen_interview,Interview – Student,official,Funds are not reaching remote habitations.,Oppose,Negative
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Assam,Udalguri,key_informant,Interview – Education Officer,NGO_rep,Life skills sessions should be more frequent.,Neutral,Neutral
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Uttar Pradesh,Lucknow,citizen_interview,Interview – Teacher,girl_student,Funds are not reaching remote habitations.,Oppose,Negative
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Assam,Udalguri,survey_report,Swachh Bharat Survey,student,Quality of food is inconsistent and sometimes poor.,Oppose,Negative
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Uttar Pradesh,Varanasi,focus_group,FGD with Mothers,teacher,Women report better dignity after toilets were built.,Support,Positive
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Tamil Nadu,Madurai,key_informant,Interview – Headmaster,NGO_rep,Funds are not reaching remote habitations.,Oppose,Negative
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Uttar Pradesh,Varanasi,focus_group,FGD with Mothers,teacher,Menu is simple; children want more variety.,Neutral,Neutral
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Rajasthan,Jaipur,key_informant,Interview – District Coordinator,parent,Quality of food is inconsistent and sometimes poor.,Oppose,Negative
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Karnataka,Mysuru,citizen_interview,Interview – Student,girl_student,NEP 2020 emphasizes critical thinking over rote learning.,Support,Positive
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Karnataka,Bengaluru Urban,key_informant,Interview – District Coordinator,official,Awareness is improving but habits change slowly.,Neutral,Neutral
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Karnataka,Bengaluru Urban,citizen_interview,Interview – Parent,citizen,NEP 2020 emphasizes critical thinking over rote learning.,Support,Positive
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Tamil Nadu,Madurai,survey_report,Survey Report – RTE,investor,Survey scores do not fully reflect ground issues.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Tamil Nadu,Madurai,key_informant,Interview – District Coordinator,official,Reimbursement delays make implementation difficult.,Oppose,Negative
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Karnataka,Mysuru,key_informant,Interview – NGO Leader,investor,Funds are not reaching remote habitations.,Oppose,Negative
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Tamil Nadu,Coimbatore,citizen_interview,Interview – Student,headmaster,Awareness is still low in many neighbourhoods.,Neutral,Neutral
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Tamil Nadu,Chennai,survey_report,Survey – School Meals,parent,Life skills sessions should be more frequent.,Neutral,Neutral
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Rajasthan,Jaipur,survey_report,Swachh Bharat Survey,student,Women report better dignity after toilets were built.,Support,Positive
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Madhya Pradesh,Bhopal,survey_report,KGBV Field Evaluation,parent,The scheme is useful but more awareness camps are required.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Tamil Nadu,Madurai,focus_group,FGD with Panchayat,NGO_rep,Awareness is still low in many neighbourhoods.,Neutral,Neutral
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Haryana,Rohtak,survey_report,Survey – School Meals,NGO_rep,People have accounts but many do not understand the conditions.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Haryana,Rohtak,survey_report,NPEGEL Impact Study,NGO_rep,Reimbursement delays make implementation difficult.,Oppose,Negative
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Karnataka,Bengaluru Urban,survey_report,KGBV Field Evaluation,girl_student,Kitchen facilities are insufficient.,Oppose,Negative
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Tamil Nadu,Madurai,citizen_interview,Interview – Teacher,girl_student,Private schools resist admitting EWS children and create hidden costs.,Oppose,Negative
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Uttar Pradesh,Varanasi,citizen_interview,Interview – Community,teacher,KGBV hostel allows girls from remote villages to continue education.,Support,Positive
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Uttar Pradesh,Varanasi,survey_report,KGBV Field Evaluation,official,Results depend on funding and coordination.,Neutral,Neutral
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Tamil Nadu,Madurai,survey_report,NPEGEL Impact Study,NGO_rep,High interest rate makes this a good option for securing my girl's future.,Support,Positive
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Delhi,South Delhi,survey_report,NPEGEL Impact Study,citizen,Monitoring should be strengthened at village level.,Neutral,Neutral
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Assam,Udalguri,key_informant,Interview – Education Officer,teacher,Cleanliness drive reduced open defecation in our village.,Support,Positive
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Madhya Pradesh,Indore,survey_report,Survey – School Meals,student,Results depend on funding and coordination.,Neutral,Neutral
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Madhya Pradesh,Indore,survey_report,NPEGEL Impact Study,girl_student,People have heard about NEP but details are unclear.,Neutral,Neutral
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Tamil Nadu,Chennai,focus_group,FGD with Girls,official,Flexible subject choices will help students.,Support,Positive
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Karnataka,Bengaluru Urban,focus_group,FGD with SMC,official,Community mobilization meetings changed parents' attitudes.,Support,Positive
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Delhi,New Delhi,survey_report,NPEGEL Impact Study,teacher,Results depend on funding and coordination.,Neutral,Neutral
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Tamil Nadu,Coimbatore,citizen_interview,Interview – Parent,citizen,Parents feel their daughters are safe and supervised.,Support,Positive
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Tamil Nadu,Coimbatore,focus_group,FGD with Mothers,investor,People have heard about NEP but details are unclear.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Delhi,New Delhi,citizen_interview,Interview – Parent,teacher,Awareness is still low in many neighbourhoods.,Neutral,Neutral
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Uttar Pradesh,Varanasi,citizen_interview,Interview – Teacher,teacher,People have heard about NEP but details are unclear.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Uttar Pradesh,Lucknow,citizen_interview,Interview – Student,headmaster,Admission procedures are confusing for new applicants.,Neutral,Neutral
P006,Swachh Survekshan Grameen 2022 – Rural Sanitation Survey,Sanitation_Rural,Delhi,South Delhi,citizen_interview,Interview – Community,girl_student,Women report better dignity after toilets were built.,Support,Positive
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Tamil Nadu,Coimbatore,citizen_interview,Interview – Parent,investor,Funds are not reaching remote habitations.,Oppose,Negative
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Madhya Pradesh,Bhopal,focus_group,FGD with Girls,teacher,Quality of food is inconsistent and sometimes poor.,Oppose,Negative
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Uttar Pradesh,Lucknow,key_informant,Interview – Education Officer,teacher,Life skills sessions should be more frequent.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Chhattisgarh,Raipur,key_informant,Interview – NGO Leader,NGO_rep,Private schools resist admitting EWS children and create hidden costs.,Oppose,Negative
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Tamil Nadu,Madurai,citizen_interview,Interview – Community,student,Implementation roadmap is unclear at ground level.,Oppose,Negative
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Delhi,New Delhi,key_informant,Interview – District Coordinator,investor,Life skills sessions should be more frequent.,Neutral,Neutral
P002,National Programme for Education of Girls at the Elementary Level (NPEGEL),Girls_Education,Tamil Nadu,Chennai,citizen_interview,Interview – Student,teacher,Community mobilization meetings changed parents' attitudes.,Support,Positive
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Madhya Pradesh,Bhopal,key_informant,Interview – Education Officer,NGO_rep,The scheme gives us a safe way to save for our daughters' education.,Support,Positive
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Tamil Nadu,Coimbatore,focus_group,FGD with Mothers,student,Reimbursement delays make implementation difficult.,Oppose,Negative
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Assam,Udalguri,focus_group,FGD with Panchayat,headmaster,Private schools resist admitting EWS children and create hidden costs.,Oppose,Negative
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Madhya Pradesh,Bhopal,focus_group,FGD with SMC,parent,The long lock-in period makes the scheme impractical for many families.,Oppose,Negative
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Rajasthan,Jaipur,citizen_interview,Interview – Community,student,Awareness is still low in many neighbourhoods.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Assam,Udalguri,survey_report,KGBV Field Evaluation,headmaster,Reimbursement delays make implementation difficult.,Oppose,Negative
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Karnataka,Mysuru,focus_group,FGD with Panchayat,student,Private schools resist admitting EWS children and create hidden costs.,Oppose,Negative
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Delhi,New Delhi,focus_group,FGD with Panchayat,NGO_rep,"Infrastructure is inadequate, especially toilets and bathrooms.",Oppose,Negative
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Rajasthan,Udaipur,citizen_interview,Interview – Teacher,NGO_rep,Some KGBVs need urgent repairs.,Neutral,Neutral
P003,RTE Act Section 12(1)(c) – EWS Quota in Private Schools,School_Access_Equity,Karnataka,Bengaluru Urban,survey_report,NPEGEL Impact Study,headmaster,RTE opened the doors of good private schools for poor children.,Support,Positive
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Karnataka,Mysuru,survey_report,Survey Report – RTE,student,KGBV hostel allows girls from remote villages to continue education.,Support,Positive
