file_name,comment_text,stance_label,word_count,policy_domain,app_name,package_name,rating,policy_id,policy_title,domain,state,district,source_type,source_name,respondent_type,sentiment_label,cleaned_comment_text
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",however in karnataka majority of schools did not follow this practice,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,now i have started teaching my sister in law noor jahan who has never been to school says shabnam who wants to become a teacher when she grows up,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,in class 8 on an average the correct responses to the subjects were a 53 42 40 and 42 in language science mathematics and social science respectively,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",rural area enrolment at entry class in sample schools in rural karnataka was dominated by boys by 8 14 percentage points every year from 2015 2018,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the teachers contacted were enquired about the same and their replies have been consolidated and presented in the table below,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,in the remaining four the maintenance was just good,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,she also works with her community to ensure women are treated equally and everyone has access to proper sanitation,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,all the schools in chhattisgarh have reported good impact of the other facilities provided to the girls on the general upkeep of the girls,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",year wise not much variation is seen in total enrolment as it ranged from the lowest of 209 in 2016 to highest of 241 in 2018 registering an increase of about 12,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,their responses have been consolidated and presented below,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",41 schools advertisement on all leading newspapers radio tv government letters and help line number etc,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,it is only 4 out of 21 teachers who are not having b ed qualification,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,in rajasthan drop outs and girls with no formal education are admitted to the extent near about one fourth of the strength,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",of schools received funds 10 5 0 amount of funds applied for reimbursement rs 4164810 7540725 5513380 funds received rs 2979567 1025422 0 funds received 72 14 0 urban no,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",in delhi municipal corporations the act is implemented by the commissioners assisted by additional commissioners and additional deputy assistant directors,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",charged by some schools their students dropped out after admission,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,generator is required sonitpur in front of kgbv there is a dhaba where people are drinking wine,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,for example a program may be in the process of being centralized if it had been managed exclusively at the regional or local level or decentralized if program management had been exclusively at the national level,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,in most of the schools a doctor is attached to the kgbv,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,how far this is being implemented has been seen by investigating whether a doctor is attached to the kgbv or not and it is found that in all the six schools visited a doctor is attached to the school,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",most of the students attended the classes in schools regularly,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,45 table 4 64 distribution of teachers as per regularity of receipt of their salary whether getting salary regularly state yes no total assam 6 6 12 50 0 50 0 100 0 half of the teachers have said that they receive their salary in time,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,all the current students have affirmed that the home works 92 are being given regularly they are being checked regularly and the notebooks are being checked regularly,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,vandna sharma warden kgbv badarbas shivpuri 9893543512 mr,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,5 4 sampling the study was conducted in four state andhra pradesh jammu kashmir rajasthan bihar 10 district were selected out of the four states three from ap thee from rajasthan two from j k and two from bihar,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,cooking has to be done only by them and in their absence by hiring proper 43 cooks from the market and teacher should not be engaged in cooking activities,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,it is seen only 50 percent of the teachers interviewed have said that the parents do cooperate to improve the performance of the girls,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the members of the district level committees are district magistrate chairman diet principal basic siksha adhikari and one person nominated by dm,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,30 to 40 students are staying in one room mandla hostel rooms are not sufficient,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,table 8 62 distribution of teachers as per their satisfaction of the remuneration received,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,nearly half 47 of the participating states use charcoal wood stoves along with gas stoves or electric stoves in the cooking facilities,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",38 students and ensure that no student leaves the school without tc,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,hand wash counselling is given cleaning agents are used,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,nature of job the nature of job is likely to have an effect on the performance of a person and consequently of the education of the girls in kgbvs,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,the brief the state of food security and nutrition in the world 2020 suggests that the covid 19 pandemic may add 83 132 million people to the ranks of the undernourished in 2020 fao ifad unicef wfp who 2020,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,33 the details about the nature of job in the case of the non teaching staff have been analysed and presented in the table below,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",for ews the income certificate does not show annual income as less than one lakh per annum,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",in remaining schools that get less priority in application form some seats remain vacant in absence of demand,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",however the rest of 35 sample schools 40 rural 30 urban had some drop outs,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,revised guidelines for restructuring of the composition of joint review mission,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,it is seen that only one out of the 23 percent of the current students and about 43 percent of the ex students have attended the bridge courses,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",3 9 impact as per study findings the impact of implementation of section 12 1 c of the rte act 2009 in madhya pradesh has been as follows development and research services pvt,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,it would be better if the teacher are made permanent so that they may have more job satisfaction which will have an effect on their performance and hence on the education of the girls,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,teachers view on regularity in attendance by students and interest of girls in studies regular attendance to the classes by the students is important for the student to follow the lessons taught,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the situation needs a lot of improvement,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,in this regard nios run courses on rural health and rural engineering and schemes such as aasha and hunar can be used in kgbvs to enable students to link education with the world of work,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,primarily from the north eastern states namely manipur meghalaya mizoram nagaland sikkim tripura andaman and nicobar dadra n haveli daman puducherry,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,there seems to be no regular pattern of release of funds,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,across participating states an average of 7 9 food categories are included on the mid day meal menu,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,qualification of staff interviewed the basic qualifications of teaching and non teaching staff interviewed have been collected and they are grouped according to their classification and presented in the tables below,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the linkages between civil society and kgbvs need to be strengthened for better implementation of the scheme,neutral,,,,,,,,,,,,,,,
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,h1 there is a significant association between the age and the preference to rate that the populations were aware about the new education policy of 2020,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the community members through smcs should be involved indecisions regarding the management of the kgbvs and should become a part of planning and monitoring processes,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,in 2006 this was revised to 450 calories per day and 12 grams of protein chutani 2012,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,direct observation 300 marks 226 81 direct observation of households 150 marks 148 86 direct observation of public places 60 marks 59 36 direct observation of village level waste management assets and iec displays 90 marks 18 58 2,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",however in 2018 boys dominated girls by about 4 percentage points in this regard,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,world development 98 555 572 fao ifad unicef wfp and who,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",table 4 22 distribution of sample schools by performance of ews dg students in comparison to other students in karnataka list of items distribution of schools rural urban total no,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the responses received from them have been consolidated ad pretend in the table below,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,in the case of toilets hardly one or two have expressed dissatisfaction over the upkeep,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",section 12 1 c of the rte act states that private schools shall admit in class i minimum 25 per cent of strength of that class children belonging to disadvantaged groups and weaker section development and research services pvt,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,subject taught it is expected that there should be separate teachers for each subject in the kgbvs for the better education of the girls,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,it therefore involves a lot of paperwork sophisticated standards and measurements and demanding delivery schedules making it challenging for small scale suppliers to compete,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,nearly 60 of the kgbvs need major repairing work,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,the key informants of every village along with citizens were interviewed for their feedback on sbm related parameters,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,iv then a random number rn was generated between the 1st village s population and the sampling interval,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",majority of the 80 schools rural 70 urban 90 did not face any problem in receiving reimbursement funds,against,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",failure to give tc certificate invites disciplinary action against said head teacher,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,whether the kgbv allows the parents to come see the girls in the kgbv has been ascertained and it is seen n all the schools in rajasthan the parents are allowed to visit the kgbvs and see the girls,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,classes vi vii and viii have more or less same strength,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,toilet facilities are not sufficient in 10 schools,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",in some cases the reason was attributed to non affordability of expenses related to non refundable charges on school uniform text books and transport etc,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,a continuous and comprehensives evaluation system is adopted,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",the content analysis of discussions held with the concerned authorities in the government revealed that the admission process in private unaided recognised schools in delhi was primarily online through website,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",the concluding chapter 5 recapitulates the key findings conclusions and recommendations of the study for needful interventions,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,more than three fourth of the students are engaged in cleaning the bathrooms,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",3 1 2 notification of rules in exercise of powers conferred under the rte act the government of madhya pradesh gomp notified right of children to free and compulsory education rules 2011 mp rte rules which came into force in march 2011,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,it must be ensured in all the schools that there are separate teachers for different subjects especially for mathematics and science,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,however there had been training of staff in the past three years,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,the intended sample size for this survey was 25 states and uts covering approximately 70 of the country,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,ed degree and the rest had some qualification or the other,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",table 2 13 admissions in entry class in sample schools from 2015 to 2018in urban delhi year admission taken left out without tc boys girls total boy s girls total no,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,xiv there had been no drop out of students in classes vi to viii the state has no system of tracking the girls beyond class viii and hence could not say about any failure to go beyond 8th class and the reasons for the same,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,documentation on meal provision of mid day meal scheme,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,however from the year 2018 19 there are three types of kgbvs in rajasthan,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,125 subject taught it is expected that there should be separate teachers for each subject in the kgbvs for the better education of the girls,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",urban area the situation in urban area is better than that noted in rural area schools,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",they have yet to appoint local authority to maintain record of all children within the age group of 6 14 years in the state,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the information in this regard has been obtained from the selected schools and the distribution of teachers as per the possession of b,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,their service conditions should be improved with permanent tenure and increased salary,for,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,sixty five percent of the students were very much satisfied with the upkeep of kitchen 60 percent with the upkeep of living room 43 percent with the upkeep of bath room and 55 percent with the upkeep of surroundings,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,girls knowledge of computers how far the students are aware of the usage of usage of commuter is the nest question tackled,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,205 table 8 6 distribution of kgbvs as per availability of compound wall availability of compound wall state available not available total uttar pradesh 6 0 6 100 0 0 0 100 0 all the six selected kgbvs aare having the compound wall,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,the objective of these backchecks was to validate the field work carried out by ipsos,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,it is alarming to know that as many as 87 of the students in assam do not have knowledge of computer use,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",table 4 23 distribution of sample schools having separate bank accounts for receiving reimbursement funds in karnataka list of items distribution of schools rural urban total no,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",parents had to pay for uniforms in 75 schools in 70 schools they paid for material for extra curricular development and research services pvt,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",however parents were not restricted to buy these items from school,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,except two current students the rest of the girls in madhya pradesh are satisfied with the security arrangements,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,while it is common for states to provide some training in food safety or nutrition for cooks caterers figure 21 maharashtra and uttarakhand are the only two states that provide them with business and management training,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,this situation needs improvement many teachers teach more than one subject,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,however in the case of ex student except one all others have said that works are given regularly,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,all the students were satisfied with upkeep of toilet facilities,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,the state level workshops were organized across the country covered from 20th september 2021 to 30th november 2021,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the guidelines given in the scheme are to be strictly followed for filling up the posts,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,this has to be avoided rajasthan all the buildings need repair some need major repair,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,these gradings have been consolidated and the results are presented in the table below,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",thereafter payment is made to the bank account of the concerned school through neft rtgs,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,accessed at,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",tables 2 2 2 8 given below present the details,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,ipsos had facilitated its investigators with simple handheld device recording formats to record their observations and findings along with mandatory photographs videos,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",this will help the parents to make informed choice for admission of their children and help in reduction of dropouts,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,sc and obc students shows a marginal higher performance in all the subjects than the general and st students,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,as the staff are closely associated with the system there awareness about the facilities given and their satisfaction on the same have been ascertained and the same have been analysed and presented in the table below,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",free means that no child shall be liable to pay any kind of fee or charges or expenses which may prevent him or her from pursuing and completing elementary education,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,staff room and other rooms are available in little more than 50 of the schools,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,228 teachers stay in hostel under the kgbv scheme one of the teachers is normally functioning as warden of the hostels and normally the warden is expected to stay in the hostel,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,in the appointment of teachers preference may be given to candidates with higher qualification,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,these states are the smaller north eastern states and union territories namely manipur meghalaya mizoram nagaland tripura dadra n haveli daman diu ladakh,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,migration of teachers from kgbv to government school needs to be addressed on priority basis,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",as regards transfer certificates in urban area also up to about 2 students left the school without transfer certificates,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,study hours in hostel as per observation of teachers,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,girls without computer knowledge were only about 13 percent both in the case of current students as well as in the case of ex students,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,appropriate persons for the work were selected from our panels,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",table 2 15 admissions in entry class in sample schools by gender under section 12 1 c of rte act 2009 ews dg from 2015 to 2018 in urban delhi year admission taken left out without tc boys girls total boys girls total no,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",for this purpose within each state all the districts were first arranged on the basis of the total enrolment under private schools latest dise data,neutral,,,,,,,,,,,,,,,
Dialnet-PublicOpinionOnTheNewEducationPolicy2020-8271400.pdf,adesh univ j med sci res 2020 2 2 70 9 doi 10 25259 aujmsr 32 2020,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,they have a separate bank account for kgbv in canara bank,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",the schools should have separate arrangement for teaching specially abled students district level records of retention of ews dg students should be maintained upto class 8th level,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,goi may think of earmarking the fund meant for kgbv separately,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,under this program students across the country were provided with 100 grams of food grains in the form of dry rations for each day,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,linkages were maintained with ashram type of schools run by social welfare department and kgbv hostel run by erstwhile rmsa to ensure continuation of education of pass outs,neutral,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",majority of the schools total 65 rural 70 urban 60 did not impart any special training to teachers for teaching and dealing with students of ews and dg categories,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,teachers in kgbvs should encourage students to question and foster in them the quest for seeking knowledge thus infusing in children the skills of critical thinking so that they constantly ask questions and search for an answer,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,a percentage provision for cost escalation needs to be built in,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,among the participating states the four largest states based on projected population report an average coverage rate of 41,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,the egs aie programmes could be dovetailed to kgbvs in order to provide for a zero class to help never enrolled primary school dropout girls to reach class 6 levels,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,circular f no 13 9 2014 mdm 2 1 accessed at ministry of human resource development mhrd,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,83 16 7 100 0 all but two out of the 12 teachers contacted in madhya pradesh have said that the study hours are observed in the hostels,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,data collection was done on advanced capi devices that had all the requisite features like gps tracking geo tagging long battery life and scope to upload photographs,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,table 4 17 distribution of teachers in the selected kgbvs as per possession of b,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,these gaps have come up due to the lack of adherence to schematic plan,against,,,,,,,,,,,,,,,
"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",selection of candidates was done by computerised draw,neutral,,,,,,,,,,,,,,,
SSG-2022-report.pdf,observations were done for public places like anganwadi centres health facilities schools religious places haats bazaars etc,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,after passing class viii from kgbv gobardhana she got admitted in class ix at dakshin bijni adarsha vidyapeeth hs school,neutral,,,,,,,,,,,,,,,
Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,after camp 2 girls namely tomi roy and bitumoni roy were selected for assam team to participate in national handball championship 2017 at ghaziabad uttar pradesh from 22nd to 28th may 2017,neutral,,,,,,,,,,,,,,,
State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,according to the educational statistics at a glance 2018 report released by the ministry of human resource development mhrd 3 india exhibits high gross enrollment rates for primary and upper primary school levels table 1,neutral,,,,,,,,,,,,,,,
